127.0.0.1 - - [14/Aug/2012:13:08:57 +0000] "GET /node/32211 HTTP/1.0" 200 3877 "http://meds.stage.mblgrt.com/node/add/video" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:09:02 +0000] "GET /meds-cdn-transcode-list/32211 HTTP/1.0" 200 1087 "http://meds.stage.mblgrt.com/node/32211" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:09:02 +0000] "GET /sites/all/themes/adserver/images/status-progress.gif HTTP/1.0" 200 2050 "http://meds.stage.mblgrt.com/sites/default/files/css/css_5f0a294601c28abf1989e1701009227f.css" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:09:02 +0000] "GET /meds-cdn-transcode-update/32211 HTTP/1.0" 200 210 "http://meds.stage.mblgrt.com/node/32211" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:09:05 +0000] "GET /meds-cdn-transcode-update/32211 HTTP/1.0" 200 299 "http://meds.stage.mblgrt.com/node/32211" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:09:08 +0000] "GET /meds-cdn-transcode-update/32211 HTTP/1.0" 200 371 "http://meds.stage.mblgrt.com/node/32211" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:09:10 +0000] "GET /meds-cdn-transcode-update/32211 HTTP/1.0" 200 382 "http://meds.stage.mblgrt.com/node/32211" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:12:16 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 200 336 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0; HTC; 7 Mozart)"
127.0.0.1 - - [14/Aug/2012:13:12:33 +0000] "GET /node/add/video HTTP/1.0" 200 2889 "http://meds.stage.mblgrt.com/node/32211" "Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:10.0.2) Gecko/20100101 Firefox/10.0.2"
127.0.0.1 - - [14/Aug/2012:13:12:34 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 302 - "-" "Mozilla/5.0 (BlackBerry; U; BlackBerry 9800; en) AppleWebKit/534.1+ (KHTML, Like Gecko) Version/6.0.0.141 Mobile Safari/534.1"
127.0.0.1 - - [14/Aug/2012:13:12:36 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 302 - "-" "Mozilla/5.0 (SymbianOS/9.2; U; Series60/3.1 NokiaN95/21.0.016; Profile/MIDP-2.0 Configuration/CLD(-1.1) AppleWebKit/413 (KHTML"
127.0.0.1 - - [14/Aug/2012:13:12:28 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 302 - "-" "BlackBerry9530/4.7.0.167 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102 UP.Link/6.3.1.20.0"
127.0.0.1 - - [14/Aug/2012:13:12:38 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 302 - "-" "BlackBerry9530/4.7.0.167 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102 UP.Link/6.3.1.20.0"
127.0.0.1 - - [14/Aug/2012:13:12:39 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 302 - "-" "BlackBerry9530/4.7.0.167 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102 UP.Link/6.3.1.20.0"
127.0.0.1 - - [14/Aug/2012:13:12:39 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 302 - "-" "BlackBerry9530/4.7.0.167 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102 UP.Link/6.3.1.20.0"
127.0.0.1 - - [14/Aug/2012:13:12:40 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 200 336 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0; HTC; 7 Mozart)"
127.0.0.1 - - [14/Aug/2012:13:12:40 +0000] "GET /ch/32211/ReportAggregation_CDN HTTP/1.0" 302 - "-" "${user_agent}"
